row.names.dat_cd8_marker.	SD
AURKAIP1	1.79812829358393
PIK3CD	1.13769244065658
KIAA2013	0.444197891592507
PSMB2	1.574544542657
EBNA1BP2	0.752705067061322
ATP6V0B	1.98730602557524
SCP2	1.30099472962868
CPT2	0.387051297859219
LAMTOR5	1.72835435198561
PHTF1	0.74605570414993
HIPK1	1.04446263181616
GDAP2	0.742128105666362
SEMA4A	0.546385417891199
PDIA6	2.0328281898338
LDAH	0.413520311359785
HADHB	1.03891263453994
EIF2B4	0.903086693176797
FEZ2	0.705144972865008
IL18RAP	0.736520145511302
DBI	2.73213203704375
ARL4C	2.16817074883665
GPC1	0.258615743752254
SATB1	2.53551367948833
CMTM7	2.90770016975619
CCR2	0.477321860111212
TWF2	1.49875510863796
HCLS1	2.55882154656079
RPN1	2.1864124445215
HMCES	1.00449239253691
EIF2B5	0.874811270353061
SMIM20	0.57414961943609
PLAC8	0.954704807089058
LEF1	0.800283418140025
DAP	0.835126960625575
RAD17	0.579378785621437
H2AFY	1.29153100730604
RNF14	0.658031693826997
ANXA6	2.10520669767382
PTTG1	1.86250722210461
DDX41	0.79713632477788
HNRNPAB	1.45986680798239
SRPK1	1.24862304464428
STK38	1.56059108973357
MTCH1	2.05326151368942
YIPF3	1.35242641094075
PRIM2	0.530009015108003
REPS1	0.685703801117491
WTAP	1.6505423956333
EIF3B	0.706041984603173
BLVRA	0.543168155814287
LAMTOR4	1.56764492872851
LRWD1	0.721086886125573
ORC5	0.564317235392442
CALU	0.917446367120605
UBE2H	0.837635328123849
PIM2	1.47486899014956
MTMR1	0.332678933071176
ENTPD4	0.853042343087334
BNIP3L	1.8611521317457
LSM1	1.2728797659313
C8orf33	0.708935351259455
AK3	0.944161552294732
NDUFB6	1.75316757732124
B4GALT1	1.82194751429246
RPP25L	0.602597667011464
GLIPR2	1.17747998006681
ANXA1	17.7922727275645
UBQLN1	1.38228832479308
DPM2	0.754284909293494
ABCA2	0.540258414521331
SSNA1	1.60822852670119
PSMD13	1.58430819030952
DEAF1	0.46560639353637
CTSD	2.20234542595344
SMPD1	0.754046736421105
SWAP70	0.229401049193211
BSCL2	0.588497219342859
TMEM223	0.726400217452872
RPS6KA4	0.591508823574932
FAM89B	0.514235319972366
CORO1B	1.39085193112048
DCPS	0.744515447482615
ETS1	2.15402823984098
RSU1	1.04249449641282
ANAPC16	2.05710889792657
PPIF	1.01798320906967
PCGF5	1.49335603932935
XPNPEP1	0.774461689260862
USP5	0.557537770140215
PTPN6	0.772174387939793
KLRG1	1.79146877673722
KLRD1	3.04463900804336
KLRK1	1.39183071661249
KLRC1	2.34556243110004
CMAS	0.708132620998173
PRKAG1	0.856744432975215
RACGAP1	0.574843576166067
ITGB7	1.33016438746628
DGKA	0.972526367166005
TSPAN31	0.538470772707396
BRAP	0.778543089965345
ANAPC5	1.49139730912139
CHFR	0.873764673960112
CAB39L	0.314196886906772
RABGGTA	0.789115094981641
DHRS1	0.660350060209481
JKAMP	0.824946012646959
PRKCH	2.72805908240211
EIF2S1	1.20975395460702
WARS	0.812132258278418
ZFYVE19	0.535748922912029
CCNDBP1	1.87890058584035
RORA	2.82402101176571
SNX1	1.34736998262966
PPIB	3.90980993794591
CIB1	2.49314544359181
AXIN1	0.500088503611855
RNPS1	2.185929141423
ATP6V0C	3.82193624719862
DCTN5	0.816124690453566
NSMCE1	1.09937584967912
ITGAL	1.54982893335744
BCKDK	0.832179329281968
HERPUD1	3.12848237763116
SETD6	0.499605455293314
TMEM208	1.31424619476506
RNF167	1.52666384407244
USP22	1.14108552296959
GIT1	0.524865091789949
PSMB3	2.04083352088213
MIEN1	1.25576625158055
MLX	1.04119132489953
EFTUD2	0.760615268687229
PNPO	0.345699910436196
UBE2Z	0.897215450894377
FAM117A	0.817141438379602
ICAM2	0.898548160342138
SRP68	1.07001833165327
PRPSAP1	1.03616443582036
TMC6	1.29666727687584
EIF4A3	1.72532208576343
DUS1L	0.459258533319445
DYM	0.959372546188788
MBP	2.92017548335367
PQLC1	0.471089774844066
TXNL4A	1.0318331413403
COMMD7	1.08435480928163
EIF6	1.4559452311901
CTSA	1.67123172292632
ARFRP1	0.764435076170334
MKNK2	1.11501293192974
VAV1	0.891675808690518
TIMM44	0.706944606305786
ELAVL1	1.28419038246608
CDC37	3.18870475046944
CDKN2D	0.965193479782583
ACP5	2.35802413912118
DNAJB1	45.3611680741043
AP1M1	1.27716473944066
MRPL34	1.42731524929157
LSM4	1.34537631249709
ISYNA1	0.542885660843702
TMEM147	1.19453526248237
TBCB	1.52736589185163
PLD3	0.702326003367112
SLC1A5	1.16279240654885
ZIK1	0.26413217447397
IL17RA	1.0787845716449
MFNG	1.06433400241321
EIF3L	2.04715049696129
ST13	3.16328898058849
TIAM1	0.708545926859341
FCGR2B	0.140506665211139
PALD1	0.0180025646094558
ITGAX	0.140825343187191
FHL2	0.131298111817989
TMEM45A	0.0333142474873205
FGFR3	0.0495595107828363
GOLM1	0.351886609903435
DNM1	0
PKP3	0.0236346465828943
IFITM10	0.238758568003105
KCNJ8	0
LYSMD1	0.090913774803244
HSD11B1	0.190374018941763
LGALS9B	0.0549208262672702
GCAT	0.141845339232649
DPEP1	0
KLK8	0.0123777789079799
LY6H	0
